percentage_diabetes,per_capita_spend,total_spend
5.0390044577,20.42510136380391,166239.90000
5.0390044577,20.92382848015727,170299.04000
5.0390044577,21.172377441946185,172321.98000
5.0390044577,21.031990416513082,171179.37000
5.0228739003,19.051229176397317,244732.09000
5.0228739003,19.3270932586019,248275.84000
5.0228739003,19.885358866573252,255447.32000
5.0228739003,20.472405418028956,262988.52000
5.0067354681,18.476323945559905,411338.40000
5.0067354681,19.54911377622064,435221.92000
5.0067354681,19.81818622827112,441212.28000
5.0067354681,20.64195975385168,459551.95000
4.9321954817,19.386270979554475,127057.62000
4.9321954817,19.18333231614281,125727.56000
4.9321954817,20.266161122978335,132824.42000
4.9321954817,20.646309124198964,135315.91000
4.9096150031,19.290934157356787,162313.92000
4.9096150031,18.65449370097457,156958.91000
4.9096150031,19.643222010934156,165278.07000
4.9096150031,20.384723080579985,171517.06000
4.9042204326,21.994321835231084,394050.27000
4.9042204326,20.65563853538736,370066.42000
4.9042204326,21.63738334449654,387655.36000
4.9042204326,22.606051015851758,405010.01000
4.9035153879,17.971622148859545,239525.78000
4.9035153879,18.310216836734686,244038.57000
4.9035153879,17.657442977190883,235338.40000
4.9035153879,18.343639705882353,244484.03000
4.8804002415,21.17455600306866,220808.27000
4.8804002415,19.516019370924433,203513.05000
4.8804002415,20.44035673187572,213152.04000
4.8804002415,21.40909762178749,223254.07000
4.8671008062,21.878252861465597,166296.60000
4.8671008062,21.992954874358634,167168.45000
4.8671008062,21.123511380081567,160559.81000
4.8671008062,22.961597158268653,174531.10000
4.8641645188,20.52609237744404,72436.58000
4.8641645188,20.889702465287616,73719.76000
4.8641645188,20.342133748937375,71787.39000
4.8641645188,21.53666477755738,76002.89000
4.8479792362,20.236148737043372,201086.61000
4.8479792362,19.489746402334706,193669.61000
4.8479792362,20.10084532555097,199742.10000
4.8479792362,20.904270906712284,207725.74000
4.8458480530,21.11129332137324,258887.79000
4.8458480530,20.9571736116774,256997.82000
4.8458480530,21.641047052107968,265384.16000
4.8458480530,22.49864959634673,275900.94000
4.7850504506,22.560319422347327,184340.37000
4.7850504506,20.932404846408026,171038.68000
4.7850504506,22.838522824623674,186613.57000
4.7850504506,24.393338636641783,199317.97000
4.7761248592,22.031639877535405,460549.40000
4.7761248592,20.763156333716037,434033.02000
4.7761248592,20.766554726368163,434104.06000
4.7761248592,22.791247129735947,476428.23000
4.7623889906,16.30844721233689,137480.21000
4.7552893484,15.173612308429119,126730.01000
4.7552893484,15.504899425287356,129496.92000
4.7552893484,16.46347461685824,137502.94000
4.7231883627,22.34174131962656,212983.82000
4.7231883627,22.090887443616907,210592.43000
4.7231883627,22.08416762823875,210528.37000
4.7231883627,22.031069967481386,210022.19000
4.6795033291,19.54651207506537,254143.75000
4.6795033291,18.747106598984768,243749.88000
4.6795033291,19.407266574373168,252333.28000
4.6795033291,19.838142593447163,257935.53000
4.6692092742,23.649468257177514,116970.27000
4.6692092742,23.161407197735542,114556.32000
4.6692092742,23.274346947027905,115114.92000
4.6692092742,24.02239587545491,118814.77000
4.6527397911,20.14241643995336,207305.75000
4.6527397911,20.05349786241742,206390.60000
4.6527397911,19.94579284881462,205282.10000
4.6527397911,21.568058686358334,221978.46000
4.6208283609,20.92413039552104,115856.91000
4.6208283609,21.518761061946908,119149.38000
4.6208283609,21.489116850279935,118985.24000
4.6208283609,23.013371862019145,127425.04000
4.5828450311,20.861377707084294,170500.04000
4.5828450311,22.026230270402547,180020.38000
4.5828450311,21.856184999388233,178630.60000
4.5828450311,22.210326685427635,181525.00000
4.5446265353,18.223986135999244,386457.85000
4.5446265353,17.939187965670097,380418.42000
4.5446265353,17.949076204847678,380628.11000
4.5446265353,18.393763557483727,390058.15000
4.5313895132,20.82763207066418,122612.27000
4.5313895132,18.65158314931204,109801.87000
4.5313895132,19.548588415152025,115082.54000
4.5313895132,20.8077373874639,122495.15000
4.5062681373,18.739193548387092,318341.42000
4.5062681373,18.402913821521068,312628.70000
4.5062681373,18.690822933835655,317519.70000
4.5062681373,19.528194019307747,331744.96000
4.4725947894,18.52868136813681,123512.19000
4.4725947894,17.077928292829284,113841.47000
4.4725947894,17.68681068106811,117900.28000
4.4725947894,18.699828982898286,124653.06000
4.4563930696,17.984965071151354,208535.67000
4.4563930696,17.75452350150926,205863.70000
4.4563930696,17.855908581285032,207039.26000
4.4563930696,17.539602414833972,203371.69000
4.4375439777,20.833416063426405,120875.48000
4.4375439777,21.19525336091003,122974.86000
4.4375439777,20.80739572561186,120724.51000
4.4375439777,21.663621165115472,125692.33000
4.4360810729,18.711292019208788,81824.48000
4.4360810729,18.704184770180653,81793.40000
4.4360810729,18.778856620169222,82119.94000
4.4360810729,19.699295678024235,86145.02000
4.3863324213,20.79954401993356,500853.02000
4.3863324213,20.256926079734214,487786.78000
4.3863324213,20.42197965116279,491761.27000
4.3863324213,21.138165697674406,509007.03000
4.3646666902,20.279574962140334,200869.19000
4.3646666902,19.718003028773346,195306.82000
4.3646666902,20.056112064613835,198655.79000
4.3646666902,21.18389096415952,209826.44000
4.3643150251,20.63974369517544,150587.57000
4.3643150251,20.739144736842103,151312.80000
4.3643150251,21.715731907894742,158437.98000
4.3643150251,21.97030975877193,160295.38000
4.3576145687,20.067073765786457,139827.37000
4.3576145687,19.847952066590125,138300.53000
4.3576145687,20.117481343283593,140178.61000
4.3576145687,20.999181974741674,146322.30000
4.2839236617,22.298692779613024,94501.86000
4.2453347149,22.372835015254633,95330.65000
4.2453347149,23.29295235860127,99251.27000
4.2453347149,23.009115231166387,98041.84000
4.2283573774,21.584600504625737,76992.27000
4.2283573774,22.70533221194281,80989.92000
4.2283573774,22.098676759181387,78825.98000
4.2283573774,22.368188954303342,79787.33000
4.2197123299,20.942077120048197,139034.45000
4.2197123299,21.183419189636986,140636.72000
4.2197123299,20.15107245067028,133782.97000
4.2197123299,19.739320680825422,131049.35000
4.2024150242,17.554673778602357,227087.26000
4.2024150242,17.15227195423624,221881.79000
4.2024150242,17.30547155225726,223863.58000
4.2024150242,16.543479437229436,214006.45000
4.1955243817,19.264548387096777,137356.23000
4.1854729887,17.991288215675382,129465.31000
4.1854729887,18.49301000555864,133075.70000
4.1854729887,18.21945525291829,131107.20000
4.1633897816,20.896843190629383,253332.43000
4.1633897816,20.638473150210352,250200.21000
4.1633897816,21.14378949105007,256326.16000
4.1633897816,20.859699744287724,252882.14000
4.1208835021,20.173397832817344,104256.12000
4.1208835021,20.59643962848297,106442.40000
4.1208835021,19.978235294117642,103247.52000
4.1208835021,21.644599458204336,111859.29000
4.0687049800,21.424364551863043,106371.97000
4.0687049800,20.633099697885193,102443.34000
4.0687049800,21.52344813695871,106863.92000
4.0687049800,21.327822759315207,105892.64000
3.9787473406,21.572021276595745,77055.26000
3.9787473406,20.967158454647254,74894.69000
3.9787473406,21.436511758118698,76571.22000
3.9787473406,21.925795072788354,78318.94000
3.9329371647,17.849437191025483,140814.21000
3.9329371647,17.57332741792369,138635.98000
3.9329371647,18.12495753580935,142987.79000
3.9329371647,18.176836100899987,143397.06000
3.9091942334,19.09044376434583,224560.89000
3.9091942334,19.044425741732546,224019.58000
3.9091942334,19.83832525716229,233358.22000
3.9091942334,19.024981722349736,223790.86000
3.8376788069,21.849537908427617,206631.08000
3.8376788069,21.05264354446442,199094.85000
3.8376788069,21.539767368087137,203701.58000
3.8376788069,22.674538437136516,214433.11000
3.6127544913,16.503344695936732,121035.53000
3.6127544913,16.369229615489502,120051.93000
3.6127544913,16.329529588219252,119760.77000
3.6127544913,16.333224706844835,119787.87000
3.5063409344,18.71895532646048,108944.32000
3.5063409344,18.607292096219933,108294.44000
3.5063409344,18.645860824742265,108518.91000
3.5037137801,18.03893660883009,105004.65000
3.2778688473,17.164375362039,88894.30000
3.2778688473,16.49328055609191,85418.70000
3.2778688473,16.907163545085922,87562.20000
3.2778688473,17.448509364742225,90365.83000
